net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,industries,self_made,cpi_country,cpi_change_country,gdp_country,life_expectancy_country
4.8,H. Fisk Johnson,64,Male,United States,United States,Racine,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
4.8,S. Curtis Johnson,67,Male,United States,United States,Racine,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
4.8,Helen Johnson-Leipold,66,Female,United States,United States,Racine,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
4.8,Vinod Khosla,68,Male,United States,United States,Portola Valley,Technology,TRUE,117.24,7.5,21.4277,78.5
4.8,Thai Lee,64,Female,United States,United States,Austin,Technology,TRUE,117.24,7.5,21.4277,78.5
4.8,Winifred J. Marquart,63,Female,United States,United States,Virginia Beach,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
4.8,Pankaj Patel,70,Male,India,India,Ahmedabad,Healthcare,FALSE,180.44,7.7,2.611,69.4
4.8,Horst Julius Pudwill,78,Male,Germany,Hong Kong,Hong Kong,Manufacturing,TRUE,NA,NA,NA,NA
4.8,Yu Yong,62,Male,China,China,Shanghai,Finance & Investments,TRUE,125.08,2.9,19.91,77
4.7,Maria Fernanda Amorim & family,88,Female,Portugal,Portugal,Grijo,Diversified,FALSE,110.62,0.3,0.237686076,81.3
4.7,Gayle Benson,76,Female,United States,United States,New Orleans,Sports,FALSE,117.24,7.5,21.4277,78.5
4.7,Jason Chang,78,Male,Singapore,Taiwan,Taipei,Technology,TRUE,NA,NA,NA,NA
4.7,Ali Erdemoglu,63,Male,Turkey,Turkey,Istanbul,Manufacturing,TRUE,234.44,15.2,0.754411708,77.4
4.7,Andre Esteves,54,Male,Brazil,Brazil,Sao paulo,Finance & Investments,TRUE,167.4,3.7,1.839758041,75.7
4.7,Carlo Fidani,68,Male,Canada,Canada,Toronto,Real Estate,FALSE,116.76,1.9,1.73642563,81.9
4.7,Hong Ra-hee,77,Female,South Korea,South Korea,Seoul,Technology,FALSE,115.16,0.4,2.029,82.6
4.7,Li Gaiteng,50,Male,China,China,Shanghai,Manufacturing,TRUE,125.08,2.9,19.91,77
4.7,Thomas Secunda,68,Male,United States,United States,Croton-on-Hudson,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4.7,Zuowen Song,76,Male,China,China,Longkou,Diversified,TRUE,125.08,2.9,19.91,77
4.7,Tim Sweeney,52,Male,United States,United States,Cary,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4.6,Bert Beveridge,61,Male,United States,United States,Austin,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
4.6,Mark Cuban,64,Male,United States,United States,Dallas,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4.6,Charles Dolan & family,96,Male,United States,United States,Oyster Bay,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4.6,Jack Dorsey,46,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
4.6,Fan Hongwei,56,Female,China,China,Wujiang,Energy,TRUE,125.08,2.9,19.91,77
4.6,Vladimir Kim,62,Male,Kazakhstan,Kazakhstan,Almaty,Metals & Mining,TRUE,182.75,5.2,0.180161741,73.2
4.6,"Andre Koo, Sr.",55,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
4.6,Ronald Lauder,79,Male,United States,United States,New York,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
4.6,Li Chunan,54,Male,China,China,Fushun,Manufacturing,TRUE,125.08,2.9,19.91,77
4.6,Forrest Li,45,Male,Singapore,Singapore,Singapore,Media & Entertainment,TRUE,114.41,0.6,0.372062527,83.1
4.6,Richard Li,56,Male,Hong Kong,Hong Kong,Hong Kong,Telecom,FALSE,NA,NA,NA,NA
4.6,Doug Meijer & family,69,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
4.6,Hank Meijer & family,71,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
4.6,Mark Meijer & family,65,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
4.6,Issad Rebrab & family,79,Male,Algeria,Algeria,Algiers,Food & Beverage,TRUE,151.36,2,0.169988236,76.7
4.6,Fred Smith,78,Male,United States,United States,Memphis,Logistics,TRUE,117.24,7.5,21.4277,78.5
4.6,Barry Sternlicht,62,Male,United States,United States,Miami,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.6,Maximilian Viessmann,34,Male,Germany,Germany,Battenberg,Manufacturing,FALSE,112.85,1.4,3.845630031,80.9
4.6,Russ Weiner,52,Male,United States,United States,Delray Beach,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
4.6,Xue Min,66,Male,China,China,Wuhan,Healthcare,TRUE,125.08,2.9,19.91,77
4.5,Juan Domingo Beckmann Legorreta & family,55,Male,Mexico,Mexico,NA,Food & Beverage,FALSE,141.54,3.6,1.258286717,75
4.5,Dietmar Hopp & family,82,Male,Germany,Germany,Walldorf,Technology,TRUE,112.85,1.4,3.845630031,80.9
4.5,Jiang Bin,56,Male,China,China,Weifang,Technology,TRUE,125.08,2.9,19.91,77
4.5,Joseph Liemandt,54,Male,United States,United States,Austin,Technology,TRUE,117.24,7.5,21.4277,78.5
4.5,Theo Mueller,83,Male,Germany,Switzerland,Zurich,Food & Beverage,FALSE,99.55,0.4,0.703082435,83.6
4.5,N.R. Narayana Murthy,76,Male,India,India,Bangalore,Technology,TRUE,180.44,7.7,2.611,69.4
4.5,Odd Reitan & family,71,Male,Norway,Norway,Trondheim,Fashion & Retail,FALSE,120.27,2.2,0.403336364,82.8
4.5,Marc Rowan,60,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.5,Hussain Sajwani,70,Male,United Arab Emirates,United Arab Emirates,Dubai,Real Estate,TRUE,114.52,-1.9,0.421142268,77.8
4.5,David Velez & family,41,Male,Colombia,Brazil,Sao Paulo,Finance & Investments,TRUE,167.4,3.7,1.839758041,75.7
4.5,Xu Jinfu,59,Male,China,China,Guangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
4.5,Samuel Yin,72,Male,Taiwan,Taiwan,Taipei,Diversified,FALSE,NA,NA,NA,NA
4.5,You Xiaoping & family,65,Male,China,China,Wenzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
4.4,Stéphane Bancel,50,Male,France,United States,Boston,Healthcare,TRUE,117.24,7.5,21.4277,78.5
4.4,Margot Birmingham Perot,89,Female,United States,United States,Dallas,Technology,FALSE,117.24,7.5,21.4277,78.5
4.4,Neal Blue & family,88,Male,United States,United States,San Diego,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
4.4,Jim Davis,63,Male,United States,United States,Cockeysville,Service,TRUE,117.24,7.5,21.4277,78.5
4.4,Rafael Del Pino,64,Male,Spain,Spain,Madrid,Construction & Engineering,FALSE,110.96,0.7,1.394116311,83.3
4.4,Peter Grogg,81,Male,Switzerland,Switzerland,Liestal,Healthcare,TRUE,99.55,0.4,0.703082435,83.6
4.4,Christian Haub,58,Male,Germany,Germany,Munich,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
4.4,Mangal Prabhat Lodha,67,Male,India,India,Mumbai,Real Estate,TRUE,180.44,7.7,2.611,69.4
4.4,Jeffrey Lurie & family,71,Male,United States,United States,Wynnewood,Sports,FALSE,117.24,7.5,21.4277,78.5
4.4,Joe Mansueto,66,Male,United States,United States,Chicago,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.4,Qian Dongqi & family,65,Male,China,China,Suzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
4.4,Mikhail Shelkov,54,Male,Russia,Russia,Moscow,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
4.3,Patrick Drahi,59,Male,France,Switzerland,Zermatt,Telecom,TRUE,99.55,0.4,0.703082435,83.6
4.3,Behdad Eghbali,46,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.3,Juan Carlos Escotet,63,Male,Venezuela,Spain,A Coruña,Finance & Investments,TRUE,110.96,0.7,1.394116311,83.3
4.3,Jose E. Feliciano,49,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.3,Hu Kaijun,61,Male,China,China,Beijing,Healthcare,TRUE,125.08,2.9,19.91,77
4.3,Johnelle Hunt,91,Female,United States,United States,Fayetteville,Logistics,TRUE,117.24,7.5,21.4277,78.5
4.3,Marian Ilitch,90,Female,United States,United States,Bingham Farms,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
4.3,Daryl Katz,61,Male,Canada,Canada,Edmonton,Diversified,TRUE,116.76,1.9,1.73642563,81.9
4.3,Andrei Kozitsyn,62,Male,Russia,Russia,Verkhniaya Pyshma,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
4.3,Timur Kulibaev,56,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,TRUE,182.75,5.2,0.180161741,73.2
4.3,Dinara Kulibaeva,55,Female,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,FALSE,182.75,5.2,0.180161741,73.2
4.3,Ian Livingstone,60,Male,United Kingdom,NA,NA,Real Estate,TRUE,NA,NA,NA,NA
4.3,Richard Livingstone,58,Male,United Kingdom,NA,NA,Real Estate,TRUE,NA,NA,NA,NA
4.3,Gwendolyn Sontheim Meyer,61,Female,United States,United States,Rancho Santa Fe,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
4.3,Jay Paul,75,Male,United States,United States,San Francisco,Real Estate,TRUE,117.24,7.5,21.4277,78.5
4.3,Pham Nhat Vuong,54,Male,Vietnam,Vietnam,Hanoi,Diversified,TRUE,163.52,2.8,0.261921245,75.3
4.3,Jon Stryker,64,Male,United States,United States,New York,Healthcare,FALSE,117.24,7.5,21.4277,78.5
4.3,Daniel Tsai,66,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
4.3,Richard Tsai,65,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
4.3,Frank Wang,42,Male,China,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
4.3,Wang Junshi & family,74,Male,China,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
4.3,Wang Wenjing,58,Male,China,China,Beijing,Technology,TRUE,125.08,2.9,19.91,77
4.3,Herbert Wertheim,83,Male,United States,United States,Coral Gables,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.2,Shari Arison,65,Female,Israel,Israel,Tel Aviv,Service,FALSE,108.15,0.8,0.395098666,82.8
4.2,Pyotr Aven,68,Male,Russia,Latvia,NA,Finance & Investments,TRUE,116.86,2.8,0.034117203,74.7
4.2,Chan Laiwa & family,82,Female,China,China,Beijing,Real Estate,TRUE,125.08,2.9,19.91,77
4.2,Chen Hua,57,Male,China,China,Shenzhen,Real Estate,TRUE,125.08,2.9,19.91,77
4.2,Thomas Hagen,87,Male,United States,United States,Erie,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
4.2,"Rupert Johnson, Jr.",82,Male,United States,United States,Burlingame,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
4.2,Dewi Kam,72,Female,Indonesia,Indonesia,Jakarta,Energy,TRUE,151.18,3,1.119190781,71.5
4.2,Min Kao & family,74,Male,United States,United States,Leawood,Technology,TRUE,117.24,7.5,21.4277,78.5
4.2,Marc Ladreit de Lacharriere,82,Male,France,France,Paris,Finance & Investments,TRUE,110.05,1.1,2.715518274,82.5
4.2,Eric Lefkofsky,53,Male,United States,United States,Glencoe,Technology,TRUE,117.24,7.5,21.4277,78.5
4.2,Lin Bin,55,Male,United States,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
4.2,Lin Li,59,Male,China,China,Shenzhen,Finance & Investments,TRUE,125.08,2.9,19.91,77
4.2,Michael Moritz,68,Male,United States,United States,San Francisco,Technology,TRUE,117.24,7.5,21.4277,78.5
4.2,Jean (Gigi) Pritzker,60,Female,United States,United States,Los Angeles,Service,FALSE,117.24,7.5,21.4277,78.5
4.2,E. Joe Shoen,73,Male,United States,United States,Phoenix,Automotive,FALSE,117.24,7.5,21.4277,78.5
4.2,Jeff Skoll,58,Male,United States,United States,Los Angeles,Technology,TRUE,117.24,7.5,21.4277,78.5
4.2,Lynsi Snyder,40,Female,United States,United States,Glendora,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
4.2,Djoko Susanto,73,Male,Indonesia,Indonesia,Jakarta,Fashion & Retail,TRUE,151.18,3,1.119190781,71.5
4.2,Tahir & family,71,Male,Indonesia,Indonesia,Jakarta,Diversified,TRUE,151.18,3,1.119190781,71.5
4.2,Peter Thiel,55,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
4.1,Andrej Babis,68,Male,Czech Republic,Czech Republic,Prague,Food & Beverage,TRUE,116.48,2.8,0.246489245,79
4.1,Danielle Bellon & family,83,Female,France,France,Paris,Service,FALSE,110.05,1.1,2.715518274,82.5
4.1,Hubert Burda,83,Male,Germany,Germany,Munich,Media & Entertainment,FALSE,112.85,1.4,3.845630031,80.9
4.1,Nick Caporella,87,Male,United States,United States,Plantation,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
4.1,John Catsimatidis,74,Male,United States,United States,New York,Energy,TRUE,117.24,7.5,21.4277,78.5
4.1,Scott Cook,70,Male,United States,United States,Woodside,Technology,TRUE,117.24,7.5,21.4277,78.5
4.1,Luca Garavoglia,54,Male,Italy,Italy,Milan,Food & Beverage,FALSE,110.62,0.6,2.001244392,82.9
4.1,Antti Herlin,66,Male,Finland,Finland,Kirkkonummi,Manufacturing,FALSE,112.33,1,0.268761201,81.7
4.1,Hong Jie,55,Male,China,China,Putian,Manufacturing,TRUE,125.08,2.9,19.91,77
4.1,"Jeremy Jacobs, Sr. & family",83,Male,United States,United States,East Aurora,Service,FALSE,117.24,7.5,21.4277,78.5
4.1,Igor Kesaev,56,Male,Russia,Russia,Moscow,Fashion & Retail,TRUE,180.75,4.5,1.699876579,72.7
4.1,Mary Alice Dorrance Malone,73,Female,United States,United States,Coatesville,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
4.1,Joao Moreira Salles,61,Male,Brazil,Brazil,Rio de Janeiro,Diversified,FALSE,167.4,3.7,1.839758041,75.7
4.1,Walther Moreira Salles Junior,66,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,FALSE,167.4,3.7,1.839758041,75.7
4.1,Arturo Moreno,76,Male,United States,United States,Phoenix,Sports,TRUE,117.24,7.5,21.4277,78.5
4.1,Peter Spuhler,63,Male,Switzerland,Switzerland,Weiningen,Manufacturing,TRUE,99.55,0.4,0.703082435,83.6
4.1,Donald Sterling,88,Male,United States,United States,Beverly Hills,Real Estate,TRUE,117.24,7.5,21.4277,78.5
4.1,Kerry Stokes,82,Male,Australia,Australia,Perth,Diversified,TRUE,119.8,1.6,1.392680589,82.7
4.1,Ken Xie,60,Male,United States,United States,Los Altos Hills,Technology,TRUE,117.24,7.5,21.4277,78.5
4.1,Liangzhi Xie & family,57,Male,China,China,Beijing,Healthcare,TRUE,125.08,2.9,19.91,77
4,Sid Bass,80,Male,United States,United States,Fort Worth,Energy,FALSE,117.24,7.5,21.4277,78.5
4,Ben Chestnut,48,Male,United States,United States,Atlanta,Technology,TRUE,117.24,7.5,21.4277,78.5
4,Elisabeth DeLuca & family,75,Female,United States,United States,NA,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
4,Guangchang Guo,56,Male,China,China,Shanghai,Diversified,TRUE,125.08,2.9,19.91,77
4,Vinod Rai Gupta,77,Female,India,India,Delhi,Manufacturing,FALSE,180.44,7.7,2.611,69.4
4,John Henry,73,Male,United States,United States,Boca Raton,Sports,TRUE,117.24,7.5,21.4277,78.5
4,Travis Kalanick,46,Male,United States,United States,Los Angeles,Technology,TRUE,117.24,7.5,21.4277,78.5
4,Koon Poh Keong,61,Male,Malaysia,Malaysia,Petaling Jaya,Manufacturing,TRUE,121.46,0.7,0.364701518,76
4,Dan Kurzius,51,Male,United States,United States,Atlanta,Technology,TRUE,117.24,7.5,21.4277,78.5
4,Paul Lee,65,Male,United States,China,Yuxi,Manufacturing,TRUE,125.08,2.9,19.91,77
4,Tobi Lutke,42,Male,Canada,Canada,Ottawa,Technology,TRUE,116.76,1.9,1.73642563,81.9
4,Gail Miller,79,Female,United States,United States,Salt Lake City,Automotive,TRUE,117.24,7.5,21.4277,78.5
4,Rajan Mittal,63,Male,India,India,Delhi,Telecom,FALSE,180.44,7.7,2.611,69.4
4,Rakesh Mittal,67,Male,India,India,Delhi,Telecom,FALSE,180.44,7.7,2.611,69.4
4,Isaac Perlmutter,80,Male,United States,United States,Palm Beach,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4,"Bernard Saul, II.",90,Male,United States,United States,Chevy Chase,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
4,Shaul Shani,68,Male,Israel,Italy,Milan,Telecom,TRUE,110.62,0.6,2.001244392,82.9
4,Steven Spielberg,76,Male,United States,United States,Pacific Palisades,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
4,Jerzy Starak,75,Male,Poland,Poland,Konstancin,Healthcare,TRUE,114.11,2.2,0.592164401,77.6
4,Torbjorn Tornqvist,69,Male,Sweden,Switzerland,Geneva,Energy,TRUE,99.55,0.4,0.703082435,83.6
4,Rufino Vigil Gonzalez,74,Male,Mexico,Mexico,Mexico City,Metals & Mining,TRUE,141.54,3.6,1.258286717,75
4,Zhang Daocai,73,Male,China,China,Shaoxing,Diversified,TRUE,125.08,2.9,19.91,77
3.9,Juergen Blickle,76,Male,Germany,Germany,Bruchsal,Manufacturing,FALSE,112.85,1.4,3.845630031,80.9
3.9,"Austen Cargill, II.",72,Male,United States,United States,Livingston,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
3.9,"James Cargill, II.",73,Male,United States,United States,Birchwood,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
3.9,Vanich Chaiyawan,91,Male,Thailand,Thailand,Bangkok,Finance & Investments,TRUE,113.27,0.7,0.543649976,76.9
3.9,Chen Dongsheng,65,Male,China,China,Beijing,Finance & Investments,TRUE,125.08,2.9,19.91,77
3.9,Mong-Koo Chung,85,Male,South Korea,South Korea,Seoul,Automotive,FALSE,115.16,0.4,2.029,82.6
3.9,Kenneth Dart,67,Male,Belize,Cayman Islands,George Town,Finance & Investments,FALSE,NA,NA,NA,NA
3.9,Giuseppe De'Longhi & family,83,Male,Italy,Italy,Treviso,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
3.9,Guenther Fielmann & family,83,Male,Germany,Germany,Hamburg,Healthcare,TRUE,112.85,1.4,3.845630031,80.9
3.9,W. Herbert Hunt,94,Male,United States,United States,Dallas,Energy,FALSE,117.24,7.5,21.4277,78.5
3.9,James Irsay,63,Male,United States,United States,Carmel,Sports,FALSE,117.24,7.5,21.4277,78.5
3.9,Somurai Jaruphnit,NA,Female,Thailand,Thailand,Bangkok,Diversified,FALSE,113.27,0.7,0.543649976,76.9
3.9,Marianne Liebmann,69,Female,United States,United States,Bozeman,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
3.9,Jorge Moll Filho & family,78,Male,Brazil,Brazil,Rio de Janeiro,Healthcare,TRUE,167.4,3.7,1.839758041,75.7
3.9,Fernando Roberto Moreira Salles,76,Male,Brazil,Brazil,Sao Paulo,Diversified,FALSE,167.4,3.7,1.839758041,75.7
3.9,Pedro Moreira Salles,63,Male,Brazil,Brazil,Sao Paulo,Diversified,FALSE,167.4,3.7,1.839758041,75.7
3.9,Gabe Newell,60,Male,United States,United States,Seattle,Gambling & Casinos,TRUE,117.24,7.5,21.4277,78.5
3.9,Alfred Oetker,56,Male,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
3.9,Carl Ferdinand Oetker,50,Male,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
3.9,Julia Oetker,44,Female,Germany,Germany,Bielefeld,Fashion & Retail,FALSE,112.85,1.4,3.845630031,80.9
3.9,Ruan Hongliang & family,62,Male,China,China,Jiaxing,Manufacturing,TRUE,125.08,2.9,19.91,77
3.9,Mark Stevens,63,Male,United States,United States,Steamboat Springs,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.9,Tsai Hong-tu,70,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
3.9,Nusli Wadia,79,Male,India,India,Mumbai,Food & Beverage,FALSE,180.44,7.7,2.611,69.4
3.9,Wu Yiling,73,Male,China,China,Shijiazhuang,Healthcare,TRUE,125.08,2.9,19.91,77
3.9,Yu Renrong,57,Male,China,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
3.9,Zhu Baoguo & family,60,Male,China,China,Shenzhen,Healthcare,TRUE,125.08,2.9,19.91,77
3.8,Rahul Bhatia,63,Male,India,India,Delhi,Service,FALSE,180.44,7.7,2.611,69.4
3.8,Francesco Gaetano Caltagirone,80,Male,Italy,Italy,Rome,Construction & Engineering,TRUE,110.62,0.6,2.001244392,82.9
3.8,Barry Diller,81,Male,United States,United States,New York,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
3.8,Wesley Edens,61,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.8,Stephen Feinberg,63,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.8,Rakesh Gangwal,69,Male,United States,United States,Miami,Service,TRUE,117.24,7.5,21.4277,78.5
3.8,Joseph Grendys,61,Male,United States,United States,Chicago,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
3.8,Martha Ingram & family,87,Female,United States,United States,Nashville,Media & Entertainment,FALSE,117.24,7.5,21.4277,78.5
3.8,Li Xiang,41,Male,China,China,Beijing,Automotive,TRUE,125.08,2.9,19.91,77
3.8,"H. Ross Perot, Jr.",64,Male,United States,United States,Dallas,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3.8,Chandru Raheja,82,Male,India,India,Mumbai,Real Estate,FALSE,180.44,7.7,2.611,69.4
3.8,Trevor Rees-Jones,71,Male,United States,United States,Dallas,Energy,TRUE,117.24,7.5,21.4277,78.5
3.8,Yasumitsu Shigeta,58,Male,Japan,Japan,Tokyo,Telecom,TRUE,105.48,0.5,5.081769542,84.2
3.8,Su Qingcan,54,Male,China,China,Xiamen,Healthcare,TRUE,125.08,2.9,19.91,77
3.8,Tsai Cheng-ta,73,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,NA,NA,NA,NA
3.8,Steven Udvar-Hazy,77,Male,United States,United States,Westlake,Service,TRUE,117.24,7.5,21.4277,78.5
3.8,Elizabeth Uihlein,77,Female,United States,United States,Lake Forest,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
3.8,Richard Uihlein,77,Male,United States,United States,Lake Forest,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
3.7,Hayes Barnard,51,Male,United States,United States,Austin,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.7,William Berkley,76,Male,United States,United States,Coconut Grove,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.7,Charles Cohen,71,Male,United States,United States,New York,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3.7,Yakir Gabay,56,Male,Cyprus,United Kingdom,London,Real Estate,TRUE,119.62,1.7,2.827113185,81.3
3.7,Huang Li,59,Male,China,China,Wuhan,Technology,TRUE,125.08,2.9,19.91,77
3.7,Brad Jacobs,66,Male,United States,United States,Greenwich,Logistics,TRUE,117.24,7.5,21.4277,78.5
3.7,Ji Qi,56,Male,China,China,Shanghai,Real Estate,TRUE,125.08,2.9,19.91,77
3.7,Jason Jiang,50,Male,Singapore,China,Shanghai,Media & Entertainment,TRUE,125.08,2.9,19.91,77
3.7,Jim Kavanaugh,60,Male,United States,United States,St. Louis,Technology,TRUE,117.24,7.5,21.4277,78.5
3.7,Richard LeFrak & family,77,Male,United States,United States,New York,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3.7,Mikhail Lomtadze,47,Male,Georgia,Kazakhstan,Almaty,Finance & Investments,TRUE,182.75,5.2,0.180161741,73.2
3.7,Tom Morris,68,Male,United Kingdom,United Kingdom,Merseyside,Fashion & Retail,TRUE,119.62,1.7,2.827113185,81.3
3.7,Shigenobu Nagamori,78,Male,Japan,Japan,Kyoto,Manufacturing,TRUE,105.48,0.5,5.081769542,84.2
3.7,Daniel Och,62,Male,United States,United States,Miami Beach,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.7,Horst Paulmann & family,88,Male,Chile,Chile,Santiago,Fashion & Retail,TRUE,131.91,2.6,0.28231816,80
3.7,Anthony Pritzker,62,Male,United States,United States,Los Angeles,Service,FALSE,117.24,7.5,21.4277,78.5
3.7,John Sall,75,Male,United States,United States,Cary,Technology,TRUE,117.24,7.5,21.4277,78.5
3.7,Howard Schultz,69,Male,United States,United States,Seattle,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
3.7,Richard Schulze,82,Male,United States,United States,Naples,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
3.7,Yitzhak Tshuva,74,Male,Israel,Israel,Netanya,Real Estate,TRUE,108.15,0.8,0.395098666,82.8
3.7,Wang Yanqing & family,56,Male,China,China,Wuxi,Manufacturing,TRUE,125.08,2.9,19.91,77
3.6,Rajiv Bajaj,56,Male,India,India,Pune,Diversified,FALSE,180.44,7.7,2.611,69.4
3.6,Sanjiv Bajaj,53,Male,India,India,Pune,Diversified,FALSE,180.44,7.7,2.611,69.4
3.6,Leonid Boguslavsky,71,Male,Canada,Italy,Florence,Finance & Investments,TRUE,110.62,0.6,2.001244392,82.9
3.6,Jim Coulter,63,Male,United States,United States,San Francisco,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.6,Nicolas D'Ieteren,47,Male,Belgium,Switzerland,Anzere,Automotive,FALSE,99.55,0.4,0.703082435,83.6
3.6,Beatriz Davila de Santo Domingo,84,Female,Colombia,Bermuda,NA,Food & Beverage,FALSE,NA,NA,NA,NA
3.6,Bob Gaglardi,82,Male,Canada,Canada,Vancouver,Real Estate,TRUE,116.76,1.9,1.73642563,81.9
3.6,Jaime Gilinski Bacal,65,Male,Colombia,United Kingdom,London,Finance & Investments,FALSE,119.62,1.7,2.827113185,81.3
3.6,Pansy Ho,60,Female,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,FALSE,NA,NA,NA,NA
3.6,Alan Howard,59,Male,United Kingdom,Switzerland,Geneva,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
3.6,Huang Yi,61,Male,Hong Kong,China,Beijing,Automotive,TRUE,125.08,2.9,19.91,77
3.6,Peter Kellogg,80,Male,United States,United States,Short Hills,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
3.6,Vyacheslav Kim,53,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,TRUE,182.75,5.2,0.180161741,73.2
3.6,Josh Kushner,37,Male,United States,United States,New York City,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.6,Samuel Tak Lee,83,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,NA,NA,NA,NA
3.6,Edwin Leong,71,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,TRUE,NA,NA,NA,NA
3.6,"Stephen Mandel, Jr.",67,Male,United States,United States,Greenwich,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
